Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Constructor,br.com.concrete.canarinho.sample.ui.adapter.WatchersPagerAdapter.WatchersPagerAdapter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.sample.ui.adapter.WatchersPagerAdapter.getCount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.sample.ui.adapter.WatchersPagerAdapter.getItem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.sample.ui.adapter.WatchersPagerAdapter.getPageTitle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.sample.ui.fragment.BaseWatcherFragment.setModel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.sample.ui.fragment.CanarinhoValorMonetarioWatcherFragment.onCreateView,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,,,,1,,,,9,,,2,7,0,,,,8,1,0,7,8,2,,,7,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Static Method,br.com.concrete.canarinho.sample.ui.fragment.WatcherFragment.newInstance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,,,,0,,,,6,,,2,4,0,,,,3,1,0,4,5,2,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.sample.ui.fragment.WatcherFragment.onCreateView,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,,,,1,,,,8,,,2,6,0,,,,7,1,0,6,7,2,,,6,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.sample.ui.model.Watchers.(Anon_1).buildFragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.sample.ui.model.Watchers.(Anon_1).setupWatcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.sample.ui.model.Watchers.(Anon_2).buildFragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.sample.ui.model.Watchers.(Anon_2).setupWatcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.sample.ui.model.Watchers.(Anon_3).buildFragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.sample.ui.model.Watchers.(Anon_3).setupWatcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,7,,,1,5,0,,,,6,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.sample.ui.model.Watchers.(Anon_4).buildFragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.sample.ui.model.Watchers.(Anon_4).setupWatcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,7,,,1,5,0,,,,6,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.sample.ui.model.Watchers.(Anon_5).buildFragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.sample.ui.model.Watchers.(Anon_5).setupWatcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.sample.ui.model.Watchers.(Anon_6).buildFragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.sample.ui.model.Watchers.(Anon_6).setupWatcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.sample.ui.model.Watchers.(Anon_7).buildFragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.sample.ui.model.Watchers.(Anon_7).setupWatcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.sample.ui.model.Watchers.(Anon_8).buildFragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.sample.ui.model.Watchers.(Anon_8).setupWatcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.sample.ui.model.Watchers.(Anon_9).buildFragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.sample.ui.model.Watchers.(Anon_9).setupWatcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Constructor,br.com.concrete.canarinho.sample.ui.model.Watchers.EventoDeValidacaoBoleto.EventoDeValidacaoBoleto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Constructor,br.com.concrete.canarinho.sample.ui.model.Watchers.SampleEventoDeValidacao.SampleEventoDeValidacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.sample.ui.model.Watchers.SampleEventoDeValidacao.invalido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.sample.ui.model.Watchers.SampleEventoDeValidacao.parcialmenteValido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,2,0,,,,2,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.sample.ui.model.Watchers.SampleEventoDeValidacao.totalmenteValido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,0,,,,6,,,1,4,0,,,,4,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Constructor,br.com.concrete.canarinho.sample.ui.model.Watchers.Watchers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,1,2,0,,,,3,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.sample.ui.model.Watchers.getHint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.sample.ui.model.Watchers.getTitle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.sample.ui.model.Watchers.valueOf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,0,,,0,0,0,,,,1,0,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.sample.ui.model.Watchers.values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,0,,,0,0,0,,,,1,0,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.test.TesteFormatadorBOLETO.consegueDesformatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,,,,5,,,,12,,,1,10,0,,,,3,1,0,5,6,1,,,5,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.test.TesteFormatadorBOLETO.consegueDizerSeEstaFormatado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,,2,,,,7,,,1,5,0,,,,3,1,0,5,6,1,,,5,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.test.TesteFormatadorBOLETO.consegueDizerSePodeFormatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,2,,,1,0,1,,,,0,1,0,0,1,1,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.50,1,1,1,1
Public Method,br.com.concrete.canarinho.test.TesteFormatadorBOLETO.consegueFormatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,,,,4,,,,12,,,1,10,0,,,,3,1,0,5,6,1,,,5,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.test.TesteFormatadorCEP.consegueDesformatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,,,,3,,,,8,,,1,6,1,,,,4,1,0,6,7,1,,,6,,,1,1,1,1,0,,,,,0,,0,0,,,0.12,1,1,1,1
Public Method,br.com.concrete.canarinho.test.TesteFormatadorCEP.consegueDizerSePodeFormatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,,1,,,,7,,,1,5,1,,,,3,1,0,5,6,1,,,5,,,1,1,1,1,0,,,,,0,,0,0,,,0.14,1,1,1,1
Public Method,br.com.concrete.canarinho.test.TesteFormatadorCEP.consegueFormatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,,,,3,,,,8,,,1,6,1,,,,4,1,0,6,7,1,,,6,,,1,1,1,1,0,,,,,0,,0,0,,,0.12,1,1,1,1
Public Method,br.com.concrete.canarinho.test.TesteFormatadorCNPJ.consegueDesformatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,,,,4,,,,12,,,1,10,1,,,,4,1,0,10,11,1,,,10,,,1,1,1,1,0,,,,,0,,0,0,,,0.08,1,1,1,1
Public Method,br.com.concrete.canarinho.test.TesteFormatadorCNPJ.consegueDizerSePodeFormatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,,1,,,,7,,,1,5,1,,,,3,1,0,5,6,1,,,5,,,1,1,1,1,0,,,,,0,,0,0,,,0.14,1,1,1,1
Public Method,br.com.concrete.canarinho.test.TesteFormatadorCNPJ.consegueFormatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,,,,4,,,,12,,,1,10,1,,,,4,1,0,10,11,1,,,10,,,1,1,1,1,0,,,,,0,,0,0,,,0.08,1,1,1,1
Public Method,br.com.concrete.canarinho.test.TesteFormatadorCPF.consegueDesformatarCPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,,,,5,,,,14,,,1,12,1,,,,4,1,0,12,13,1,,,12,,,1,1,1,1,0,,,,,0,,0,0,,,0.07,1,1,1,1
Public Method,br.com.concrete.canarinho.test.TesteFormatadorCPF.consegueDizerSePodeFormatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,,1,,,,7,,,1,5,1,,,,3,1,0,5,6,1,,,5,,,1,1,1,1,0,,,,,0,,0,0,,,0.14,1,1,1,1
Public Method,br.com.concrete.canarinho.test.TesteFormatadorCPF.consegueFormatarCPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,,,,5,,,,14,,,1,12,1,,,,4,1,0,12,13,1,,,12,,,1,1,1,1,0,,,,,0,,0,0,,,0.07,1,1,1,1
Public Method,br.com.concrete.canarinho.test.TesteFormatadorCPFCNPJ.consegueDesformatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35,,,,9,,,,24,,,1,22,2,,,,4,1,0,22,23,1,,,22,,,1,1,1,1,0,,,,,0,,0,0,,,0.08,1,1,1,1
Public Method,br.com.concrete.canarinho.test.TesteFormatadorCPFCNPJ.consegueDizerSePodeFormatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,,,,2,,,,12,,,1,10,2,,,,3,1,0,10,11,1,,,10,,,1,1,1,1,0,,,,,0,,0,0,,,0.17,1,1,1,1
Public Method,br.com.concrete.canarinho.test.TesteFormatadorCPFCNPJ.consegueFormatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35,,,,9,,,,24,,,1,22,2,,,,4,1,0,22,23,1,,,22,,,1,1,1,1,0,,,,,0,,0,0,,,0.08,1,1,1,1
Public Method,br.com.concrete.canarinho.test.TesteFormatadorLinhaDigitavel.consegueDizerSeEstaFormatado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,0,,,,5,,,1,3,0,,,,3,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.test.TesteFormatadorLinhaDigitavel.consegueDizerSePodeFormatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,2,0,,,,3,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.test.TesteFormatadorLinhaDigitavel.consegueFormatarEDesformatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,3,,,,8,,,4,6,0,,,,5,1,0,5,6,4,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.test.TesteFormatadorValor.consegueDesformatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,0,,,,5,,,1,3,0,,,,3,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.test.TesteFormatadorValor.consegueDesformatarComSimbolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,0,,,,5,,,1,3,0,,,,3,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.test.TesteFormatadorValor.consegueFormatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,,,,1,,,,12,,,1,10,0,,,,3,1,0,10,11,1,,,10,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.test.TesteFormatadorValor.consegueFormatarComSimbolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,,,,1,,,,12,,,1,10,0,,,,3,1,0,10,11,1,,,10,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.test.TesteValidadores.consegueValidarBoletoNormal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35,,,,9,,,,18,,,1,16,8,,,,3,1,0,8,9,1,,,8,,,1,1,1,1,0,,,,,0,,0,0,,,0.44,1,1,1,1
Public Method,br.com.concrete.canarinho.test.TesteValidadores.consegueValidarBoletoTributoDeTaxa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,2,,,,6,,,1,4,0,,,,3,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.test.TesteValidadores.consegueValidarBoletoTributoSemSerTaxa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,1,,,,4,,,1,2,0,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.test.TesteValidadores.consegueValidarCEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,0,,,,7,,,1,5,0,,,,3,1,0,5,6,1,,,5,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.test.TesteValidadores.consegueValidarCNPJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,2,,,,11,,,1,9,2,,,,3,1,0,9,10,1,,,9,,,1,1,1,1,0,,,,,0,,0,0,,,0.18,1,1,1,1
Public Method,br.com.concrete.canarinho.test.TesteValidadores.consegueValidarCPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27,,,,4,,,,22,,,1,20,1,,,,3,1,0,20,21,1,,,20,,,1,1,1,1,0,,,,,0,,0,0,,,0.05,1,1,1,1
Public Method,br.com.concrete.canarinho.test.TesteValidadores.consegueValidarTelefone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,0,,,,7,,,1,5,0,,,,3,1,0,5,6,1,,,5,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.test.watcher.BoletoTextWatcherTest.deleting_afterEmptyingEditTextItKeepsValidatingInput,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,,,,2,,,,9,,,1,7,1,,,,9,1,0,7,8,1,,,7,,,1,1,1,1,0,,,,,0,,0,0,,,0.11,1,1,1,1
Public Method,br.com.concrete.canarinho.test.watcher.BoletoTextWatcherTest.deleting_canEmptyEditText,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,1,,,,7,,,1,5,0,,,,9,1,0,5,6,1,,,5,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.test.watcher.BoletoTextWatcherTest.setUp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,,,,3,,,,14,,,5,10,0,,,,2,1,0,7,9,5,,,7,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.test.watcher.BoletoTextWatcherTest.setUp.(Anon_1).perform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,,,,3,,,,8,,,3,6,0,,,,6,1,0,5,6,3,,,5,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.test.watcher.BoletoTextWatcherTest.typing_canValidateEmptyState,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,0,,,,5,,,1,3,0,,,,7,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.test.watcher.BoletoTextWatcherTest.typing_canValidateProperCharacters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,0,,,,5,,,1,3,0,,,,7,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.test.watcher.ValorMonetarioWatcherTest.setUp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,1,,,,9,,,4,6,0,,,,10,1,0,7,8,4,,,6,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.test.watcher.ValorMonetarioWatcherTest.watcher_canEmptyTextAndKeepZeroes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,,,,2,,,,12,,,1,10,0,,,,10,1,0,7,8,1,,,7,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.test.watcher.ValorMonetarioWatcherTest.watcher_canEmptyTextWithoutZeroes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,,,,2,,,,11,,,1,9,0,,,,9,1,0,7,8,1,,,7,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.test.watcher.ValorMonetarioWatcherTest.watcher_formataOk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,0,,,,5,,,1,3,0,,,,7,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.test.watcher.ValorMonetarioWatcherTest.watcher_formataOkComSimbolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,0,,,,8,,,1,6,0,,,,9,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.validator.Validador.ResultadoParcial.getMensagem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.validator.Validador.ResultadoParcial.isParcialmenteValido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.validator.Validador.ResultadoParcial.isValido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.validator.Validador.ResultadoParcial.mensagem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,,,,0,,,,4,,,1,2,6,,,,2,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,1.50,1,1,1,1
Public Method,br.com.concrete.canarinho.validator.Validador.ResultadoParcial.parcialmenteValido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,,,,0,,,,4,,,1,2,6,,,,2,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,1.50,1,1,1,1
